symbol,end_date,amend,period_focus,fiscal_year,doc_type,revenues,op_income,net_income,eps_basic,eps_diluted,dividend,assets,cur_assets,cur_liab,cash,equity,cash_flow_op,cash_flow_inv,cash_flow_fin
AMID,2016-12-31,False,FY,2016,10-K,160950000.0,-23268000.0,-3470000.0,-1.11,,0.0,1563495000.0,48731000.0,77482000.0,2939000.0,,45362000.0,-551441000.0,509018000.0
AUXO,2016-12-31,False,FY,2016,10-K,60200383.0,27247.0,5009801.0,0.61,0.6,0.0,26465797.0,17230788.0,11400728.0,6090844.0,14115425.0,417626.0,-205121.0,-558393.0
DSS,2016-12-31,False,FY,2016,10-K,19177599.0,-660059.0,-950003.0,-0.07,-0.07,0.0,18466023.0,9496994.0,7701891.0,5871738.0,3284101.0,5466525.0,151469.0,-1186512.0
BIG,2017-01-28,False,FY,2016,10-K,5200439000.0,247973000.0,152828000.0,3.37,3.32,0.84,1607707000.0,994379000.0,678595000.0,51164000.0,650630000.0,311925000.0,-84701000.0,-230204000.0
GVP,2016-12-31,False,FY,2016,10-K,53101000.0,1575000.0,1422000.0,0.08,0.08,0.0,53656000.0,43802000.0,31386000.0,21747000.0,21121000.0,10152000.0,2114000.0,-1172000.0
LGL,2016-12-31,False,FY,2016,10-K,20891000.0,-161000.0,148000.0,0.06,0.06,0.0,16646000.0,12890000.0,2755000.0,2778000.0,13891000.0,278000.0,-3045000.0,-8000.0
BKE,2017-01-28,False,FY,2016,10-K,974873000.0,152760000.0,97961000.0,2.04,2.03,1.75,579847000.0,386457000.0,98616000.0,196536000.0,430539000.0,148866000.0,-28665000.0,-84850000.0
CAL,2017-01-28,False,FY,2016,10-K,91415000.0,110985000.0,65658000.0,1.52,1.52,0.28,1475273000.0,843745000.0,527595000.0,55332000.0,614486000.0,183622000.0,-319494000.0,72820000.0
TEUM,2016-12-31,False,FY,2016,10-K,12855811.0,-18902681.0,-31444704.0,-4.67,-4.67,0.0,13045289.0,3194871.0,13292992.0,931189.0,-9364531.0,-3657831.0,1036840.0,3162370.0
CMD,2017-01-31,True,Q2,2017,10-Q,184817000.0,28613000.0,17967000.0,0.43,0.43,0.0,753230000.0,233672000.0,92142000.0,24351000.0,483160000.0,45001000.0,-72677000.0,23815000.0
SPP,2016-12-31,False,FY,2016,10-K,70685000.0,-25902000.0,-44484000.0,-9.55,-9.55,0.0,539705000.0,14765000.0,9443000.0,957000.0,,40163000.0,-138524000.0,92747000.0
VSR,2016-07-01,False,FY,2016,10-K,167917000.0,-35937000.0,-37887000.0,-3.84,-3.84,0.0,61316000.0,51965000.0,54199000.0,1549000.0,1068000.0,-2072000.0,-11496000.0,13009000.0
XTNT,2016-12-31,False,FY,2016,10-K,90002736.0,-7545264.0,-19493552.0,-1.54,-1.54,0.0,144101605.0,48986211.0,31121316.0,2578267.0,-7073297.0,-14407296.0,-5816290.0,16433837.0
CMC,2017-02-28,False,Q2,2017,10-Q,1149621000.0,,30332000.0,0.26,0.26,0.12,3131833000.0,1987040000.0,840121000.0,395546000.0,1362020000.0,11983000.0,-93917000.0,-39274000.0
GNK,2016-12-31,False,FY,2016,10-K,135586000.0,-186476000.0,-217757000.0,-30.03,-30.03,0.0,1568960000.0,172605000.0,28949000.0,133400000.0,1029699000.0,-49982000.0,6873000.0,55435000.0
GCO,2017-01-28,False,FY,2017,10-K,2868341000.0,141960000.0,97431000.0,4.85,4.83,0.0,1448906000.0,738167000.0,309386000.0,48301000.0,922521000.0,161501000.0,-70939000.0,-174467000.0
KFN,2016-12-31,False,FY,2016,10-K,292072000.0,,5596000.0,55.96000000000001,,0.0,5851057000.0,,,627237000.0,1868185000.0,-26407000.0,1227709000.0,-894187000.0
KR,2017-01-28,False,FY,2016,10-K,115337000000.0,3436000000.0,1975000000.0,2.08,2.05,0.465,36505000000.0,10340000000.0,12860000000.0,322000000.0,6710000000.0,4272000000.0,-3875000000.0,-352000000.0
M,2017-01-28,False,FY,2016,10-K,25778000000.0,1315000000.0,619000000.0,2.01,1.99,1.4925,19851000000.0,7626000000.0,5647000000.0,1297000000.0,4322000000.0,1801000000.0,-187000000.0,-1426000000.0
MKC,2017-02-28,False,Q1,2017,10-Q,1043700000.0,134200000.0,93500000.0,0.75,0.74,0.47,4751100000.0,1385100000.0,1738400000.0,125700000.0,1731600000.0,44300000.0,-152700000.0,110200000.0
ADBE,2017-03-03,False,Q1,2017,10-Q,1681646000.0,468999000.0,398446000.0,0.81,0.8,0.0,13044783000.0,5755562000.0,2954069000.0,1068896000.0,7588690000.0,730370000.0,-338882000.0,-331495000.0
OMN,2017-02-28,False,Q1,2017,10-Q,174600000.0,14200000.0,3600000.0,0.08,0.08,0.0,688900000.0,277000000.0,114900000.0,70400000.0,116100000.0,-4700000.0,100000.0,-2700000.0
AETI,2016-12-31,False,FY,2016,10-K,37812000.0,-7369000.0,-7413000.0,-0.89,-0.89,0.0,35384000.0,16201000.0,12899000.0,1618000.0,11118000.0,-6600000.0,173000.0,29000.0
OXM,2017-01-28,False,FY,2016,10-K,1022588000.0,89884000.0,52461000.0,3.18,3.15,1.08,685159000.0,231628000.0,131396000.0,6332000.0,376130000.0,118565000.0,-146491000.0,27367000.0
AVDL,2016-12-31,False,FY,2016,10-K,150246000.0,-4965000.0,-41276000.0,-1.0,-1.0,0.0,245482000.0,181186000.0,62421000.0,39215000.0,42069000.0,18901000.0,-36630000.0,-7954000.0
AHPAU,2016-12-31,False,FY,2016,10-K,0.0,,-208698.0,-0.03,-0.03,0.0,311435911.0,1435911.0,478360.0,1040068.0,5000001.0,-562233.0,-310000000.0,311476239.0
BIOC,2016-12-31,False,FY,2016,10-K,3223096.0,-18025037.0,-18399322.0,-1.92,-1.92,0.0,7578326.0,5771995.0,4393552.0,4609332.0,658661.0,-15697058.0,-451403.0,11936464.0
RH,2017-01-28,False,FY,2016,10-K,2134871000.0,53036000.0,5401000.0,0.13,0.13,0.0,2192520000.0,1138257000.0,416169000.0,87023000.0,919869000.0,78845000.0,-321497000.0,-2241000.0
BCLI,2016-12-31,False,FY,2016,10-K,,-5083000.0,-4982000.0,-0.27,-0.27,0.0,10766000.0,10444000.0,864000.0,547000.0,9902000.0,-5858000.0,5977000.0,0.0
CVCY,2016-12-31,False,FY,2016,10-K,13014000.0,,15182000.0,1.34,1.33,0.24,1443323000.0,,,28185000.0,164033000.0,12341000.0,-68328000.0,-720000.0
CAAS,2016-12-31,False,FY,2016,10-K,462050000.0,23016000.0,22511000.0,0.7,0.7,0.0,631699000.0,485904000.0,324860000.0,31092000.0,305892000.0,11825000.0,-52230000.0,4425000.0
CALI,2016-12-31,False,FY,2016,10-K,467060769.0,233346.0,3982352.0,-0.18,-0.18,0.0,160568939.0,160221328.0,136645293.0,3004932.0,23923646.0,-50314117.0,21056518.0,25434649.0
TJX,2017-01-28,False,FY,2017,10-K,33183744000.0,4257759000.0,2298234000.0,3.51,3.46,1.04,12883808000.0,7750774000.0,4757656000.0,2929849000.0,4510599000.0,3601894000.0,-1214878000.0,-1561912000.0
PLAY,2017-01-29,False,FY,2016,10-K,1005158000.0,150516000.0,90795000.0,2.16,2.1,0.0,1052733000.0,75604000.0,177797000.0,20083000.0,439452000.0,231329000.0,-159485000.0,-77256000.0
DCTH,2016-12-31,False,FY,2016,10-K,1992000.0,-16440000.0,-17971000.0,-10.59,-10.59,0.0,35239000.0,34156000.0,36095000.0,4409000.0,-1490000.0,-14213000.0,-1345000.0,7409000.0
DGLY,2016-12-31,False,FY,2016,10-K,16574491.0,-12486188.0,-12710688.0,-2.38,-2.38,0.0,18835096.0,16732103.0,4997156.0,3883124.0,7756272.0,-5902901.0,-940711.0,3802657.0
DLTR,2017-01-28,False,FY,2016,10-K,20719200000.0,1704800000.0,896200000.0,3.8,3.78,0.0,15701600000.0,3938000000.0,2105900000.0,866400000.0,5389500000.0,1673300000.0,-483600000.0,-1060500000.0
ELSE,2016-12-31,False,FY,2016,10-K,7087000.0,170000.0,202000.0,0.06,0.06,0.0,13058000.0,10792000.0,543000.0,840000.0,12320000.0,196000.0,465000.0,-390000.0
MRAM,2016-12-31,False,FY,2016,10-K,27094000.0,-15521000.0,-16708000.0,-3.53,-3.53,0.0,41472000.0,39502000.0,10383000.0,29727000.0,26871000.0,-18539000.0,-1040000.0,46999000.0
EVLV,2017-01-28,False,FY,2016,10-K,666213000.0,-2018000.0,-8745000.0,-0.15,-0.15,0.0,274780000.0,207861000.0,106981000.0,32647000.0,81703000.0,7284000.0,-10769000.0,24235000.0
EVOL,2016-12-31,False,FY,2016,10-K,24778000.0,5595000.0,3435000.0,0.29,0.29,0.22,43755000.0,18410000.0,10421000.0,7614000.0,29334000.0,6896000.0,-61000.0,-6554000.0
FENX,2016-09-30,False,Q3,2016,10-Q,32515000.0,-3530000.0,-1771000.0,-0.08,-0.08,0.0,127418000.0,40159000.0,38704000.0,800000.0,71798000.0,-2132000.0,-735000.0,888000.0
GALT,2016-12-31,False,FY,2016,10-K,,-21481000.0,-22350000.0,-0.76,-0.76,0.0,15795000.0,15794000.0,3780000.0,15362000.0,10292000.0,-16409000.0,0.0,5925000.0
GLBZ,2016-12-31,False,FY,2016,10-K,14911005.0,,1100720.0,0.4,0.4,0.4,388431995.0,,,10622162.0,33814189.0,2586034.0,-1427057.0,-2908223.0
HIBB,2017-01-28,False,FY,2017,10-K,972960000.0,96764000.0,61075000.0,2.75,2.72,0.0,458854000.0,338264000.0,96072000.0,38958000.0,334040000.0,78675000.0,-29409000.0,-42582000.0
HPJ,2016-12-31,False,FY,2016,10-K,173851113.0,5723343.0,6117927.0,0.41,0.4,0.0,163331750.0,104536987.0,118034754.0,9324393.0,45296737.0,4794812.0,-11493139.0,10125541.0
IDSY,2016-12-31,False,FY,2016,10-K,36822000.0,-6368000.0,-6370000.0,-0.49,-0.49,0.0,44246000.0,27908000.0,17812000.0,4972000.0,16002000.0,-2484000.0,-529000.0,3063000.0
IPWR,2016-12-31,False,FY,2016,10-K,1628740.0,-11017137.0,-10981091.0,-1.15,-1.15,0.0,9001276.0,6141314.0,1495896.0,4204916.0,7239962.0,-10098653.0,-750992.0,32275.0
INVE,2016-12-31,False,FY,2016,10-K,56168000.0,-11220000.0,-13695000.0,-1.25,-1.25,0.0,40600000.0,31652000.0,22566000.0,9116000.0,3933000.0,-6217000.0,-549000.0,-221000.0
INFO,2017-02-28,False,Q1,2017,10-Q,844200000.0,95700000.0,66000000.0,0.16,0.16,0.0,14005700000.0,1044600000.0,1967400000.0,154800000.0,7691700000.0,250700000.0,-66400000.0,-166600000.0
WYIGU,2016-12-31,False,FY,2016,10-K,,-627579.0,-541616.0,-0.21,-0.21,0.0,50275212.0,165886.0,243069.0,150306.0,10032143.0,-386775.0,-85963.0,
