symbol,end_date,amend,period_focus,fiscal_year,doc_type,revenues,op_income,net_income,eps_basic,eps_diluted,dividend,assets,cur_assets,cur_liab,cash,equity,cash_flow_op,cash_flow_inv,cash_flow_fin
DLA,2016-12-31,False,Q1,2017,10-Q,85335000.0,469000.0,-607000.0,-0.08,-0.08,0.0,344365000.0,232732000.0,77883000.0,410000.0,150464000.0,-454000.0,-1883000.0,2350000.0
ABMD,2016-12-31,False,Q3,2017,10-Q,114674000.0,25403000.0,15432000.0,0.36,0.34,0.0,500964000.0,333419000.0,58871000.0,61069000.0,417380000.0,77861000.0,-57109000.0,-6533000.0
ARAY,2016-12-31,False,Q2,2017,10-Q,87502000.0,-4823000.0,-9369000.0,-0.11,-0.11,0.0,415163000.0,316723000.0,179813000.0,69472000.0,46653000.0,-11389000.0,5062000.0,-41170000.0
ACET,2016-12-31,False,Q2,2017,10-Q,125552000.0,1393000.0,-564000.0,-0.02,-0.02,0.0,1044714000.0,459220000.0,207626000.0,68008000.0,396295000.0,20207000.0,-274565000.0,256613000.0
ALCO,2016-12-31,False,Q1,2017,10-Q,17445000.0,-1035000.0,-1735000.0,-0.21,-0.21,0.06,460753000.0,79952000.0,12694000.0,1126000.0,176462000.0,-17437000.0,-1810000.0,13748000.0
GOOG/GOOGL,2016-12-31,False,FY,2016,10-K,90272000000.0,23716000000.0,19478000000.0,113.28,111.4,0.0,167497000000.0,105408000000.0,16756000000.0,12918000000.0,139036000000.0,36036000000.0,-31165000000.0,-8332000000.0
AMSC,2016-12-31,False,Q3,2016,10-Q,27148000.0,-4060000.0,-2768000.0,-0.2,-0.2,0.0,110241000.0,64260000.0,38364000.0,25063000.0,63793000.0,-10535000.0,357000.0,67300000.0
ANCB,2016-12-31,False,Q2,2017,10-Q,5898000.0,,420000.0,0.17,0.17,0.0,440911000.0,,,14816000.0,64082000.0,1352000.0,-1888000.0,7032000.0
ACAT,2016-12-31,False,Q3,2017,10-Q,117383000.0,-20549000.0,-37221000.0,-2.85,-2.85,0.0,341571000.0,247183000.0,137728000.0,10480000.0,110956000.0,-68821000.0,-19624000.0,81267000.0
ARWR,2016-12-31,False,Q1,2017,10-Q,4365496.0,-14901887.0,-12086108.0,-0.17,-0.17,0.0,144258106.0,106230353.0,36998092.0,102105569.0,97208421.0,10000191.0,-5296653.0,12035583.0
AVIR,2016-12-31,False,Q2,2017,10-Q,3800000.0,-8600000.0,-9100000.0,-0.24,-0.24,0.0,56500000.0,56200000.0,10500000.0,38100000.0,28000000.0,-19700000.0,8200000.0,-100000.0
BECN,2016-12-31,False,Q1,2017,10-Q,1002184000.0,46957000.0,20430000.0,0.34,0.33,0.0,3092140000.0,1301529000.0,517926000.0,73271000.0,1349844000.0,78123000.0,-8730000.0,-27705000.0
BBOX,2016-12-31,False,Q3,2017,10-Q,210370000.0,2762000.0,1320000.0,0.09,0.09,0.12,436448000.0,275040000.0,174803000.0,13808000.0,142575000.0,24734000.0,-2514000.0,-31744000.0
CSII,2016-12-31,False,Q2,2017,10-Q,50043000.0,1082000.0,1043000.0,0.03,0.03,0.0,158720000.0,122949000.0,32378000.0,79279000.0,112076000.0,13822000.0,-856000.0,5675000.0
CMCSA,2016-12-31,False,FY,2016,10-K,80403000000.0,16859000000.0,8695000000.0,3.61,3.57,1.1,180500000000.0,16361000000.0,21535000000.0,3301000000.0,56174000000.0,19240000000.0,-18385000000.0,151000000.0
CRVL,2016-12-31,False,Q3,2017,10-Q,128403000.0,,7049000.0,0.36,0.36,0.0,237725000.0,135552000.0,87478000.0,38809000.0,143001000.0,35629000.0,-17423000.0,-12176000.0
AOI,2016-12-31,False,Q3,2017,10-Q,454535000.0,38654000.0,-15457000.0,-1.73,-1.73,0.0,2036315000.0,1570548000.0,744547000.0,,208188000.0,-42264000.0,-8646000.0,147990000.0
APU,2016-12-31,False,Q1,2017,10-Q,677166000.0,167631000.0,91954000.0,0.87,0.87,0.0,4199780000.0,505575000.0,542400000.0,9253000.0,,33043000.0,-24389000.0,-15228000.0
DGAS,2016-12-31,False,Q2,2017,10-Q,18937000.0,4533756.0,2444000.0,0.34,0.34,0.2075,189080632.0,30039588.0,11024450.0,8857128.0,77099500.0,-1265219.0,-4097738.0,-4386482.0
EBAY,2016-12-31,False,FY,2016,10-K,8979000000.0,2325000000.0,7266000000.0,6.41,6.35,0.0,23847000000.0,8875000000.0,3847000000.0,1816000000.0,10539000000.0,2826000000.0,-2008000000.0,-744000000.0
ASB,2016-12-31,False,FY,2016,10-K,1060156000.0,,191371000.0,1.27,1.26,0.45,29139315000.0,,,446558000.0,3091312000.0,628942000.0,-1640582000.0,1180188000.0
ATKR,2016-12-30,False,Q1,2017,10-Q,337591000.0,42524000.0,17382000.0,0.28,0.26,0.0,1019236000.0,447892000.0,177128000.0,87973000.0,280455000.0,32169000.0,-926000.0,-142414000.0
ATW,2016-12-31,False,Q1,2017,10-Q,157556000.0,28353000.0,9671000.0,0.15,0.15,0.0,4629657000.0,388252000.0,54860000.0,160110000.0,3244436000.0,83497000.0,-138814000.0,70000000.0
PLUS,2016-12-31,False,Q3,2017,10-Q,326657000.0,21307000.0,12620000.0,1.83,1.81,0.0,736678000.0,588794000.0,382725000.0,69677000.0,333795000.0,29702000.0,-47040000.0,-8205000.0
FB,2016-12-31,False,FY,2016,10-K,27638000000.0,12427000000.0,10188000000.0,3.56,3.49,0.0,64961000000.0,34401000000.0,2875000000.0,8903000000.0,59194000000.0,16108000000.0,-11739000000.0,-310000000.0
FAST,2016-12-31,False,FY,2016,10-K,3962036000.0,795839000.0,499478000.0,1.73,1.73,1.2,2668884000.0,1720770000.0,275644000.0,112735000.0,1933094000.0,513999000.0,-188093000.0,-340872000.0
BERY,2016-07-02,False,Q3,2016,10-Q,1645000000.0,179000000.0,96000000.0,0.79,0.76,0.0,7805000000.0,1766000000.0,1086000000.0,236000000.0,155000000.0,567000000.0,-2518000000.0,1959000000.0
EAT,2016-12-28,False,Q2,2017,10-Q,771043000.0,61526000.0,34637000.0,0.7,0.69,0.34,1498105000.0,224268000.0,469804000.0,34058000.0,-530586000.0,141136000.0,-57033000.0,-81491000.0
CACI,2016-12-31,False,Q2,2017,10-Q,1057530000.0,80255000.0,42420000.0,1.74,1.69,0.0,3897165000.0,860050000.0,498934000.0,72650000.0,1695959000.0,135350000.0,-8080000.0,-102104000.0
CBM,2016-12-31,False,FY,2016,10-K,490644000.0,128353000.0,81678000.0,2.55,2.48,0.0,611865000.0,322655000.0,95462000.0,74141000.0,405427000.0,123278000.0,-73976000.0,-17296000.0
CTLT,2016-12-31,False,Q2,2017,10-Q,483700000.0,47900000.0,17400000.0,0.14,0.14,0.0,3154300000.0,882600000.0,334800000.0,255800000.0,588000000.0,96000000.0,-138500000.0,175700000.0
GFN,2016-12-31,False,Q2,2017,10-Q,72327000.0,7097000.0,-639000.0,-0.02,-0.02,0.0,673011000.0,,,6388000.0,219300000.0,10911000.0,-21993000.0,8486000.0
GENC,2016-12-31,False,Q1,2017,10-Q,15783000.0,1544000.0,1394000.0,0.1,0.1,0.0,133740000.0,128506000.0,11751000.0,20562000.0,121627000.0,2585000.0,-252000.0,10000.0
CMG,2016-12-31,False,FY,2016,10-K,3904384000.0,34567000.0,22938000.0,0.78,0.77,0.0,2026103000.0,522374000.0,281793000.0,87880000.0,1402493000.0,349242000.0,326806000.0,-836283000.0
CLX,2016-12-31,False,Q2,2017,10-Q,1406000000.0,,149000000.0,1.16,1.14,0.8,4568000000.0,1549000000.0,2037000000.0,414000000.0,270000000.0,270000000.0,-114000000.0,-139000000.0
GIGA,2016-12-24,False,Q3,2017,10-Q,3202000.0,-610000.0,-575000.0,-0.06,-0.06,0.0,12198000.0,10412000.0,9728000.0,1640000.0,2125000.0,14000.0,813000.0,-518000.0
CMCSA,2016-12-31,False,FY,2016,10-K,80403000000.0,16859000000.0,8695000000.0,3.61,3.57,1.1,180500000000.0,16361000000.0,21535000000.0,3301000000.0,56174000000.0,19240000000.0,-18385000000.0,151000000.0
CSC,2016-12-30,False,Q3,2017,10-Q,1917000000.0,165000000.0,31000000.0,0.22,0.21,0.14,8302000000.0,3048000000.0,2656000000.0,1111000000.0,2194000000.0,805000000.0,-825000000.0,72000000.0
GSIT,2016-12-31,False,Q3,2017,10-Q,11484000.0,234000.0,348000.0,0.02,0.02,0.0,102338000.0,66467000.0,10717000.0,30495000.0,86243000.0,1332000.0,3344000.0,-6144000.0
