symbol,end_date,amend,period_focus,fiscal_year,doc_type,revenues,op_income,net_income,eps_basic,eps_diluted,dividend,assets,cur_assets,cur_liab,cash,equity,cash_flow_op,cash_flow_inv,cash_flow_fin
MSN,2016-12-31,False,Q3,2017,10-Q,4934000.0,352000.0,448000.0,0.02,0.02,0.0,59009000.0,57843000.0,1238000.0,41574000.0,57771000.0,1115000.0,10381000.0,-18000.0
ESNC,2016-12-31,False,Q2,2017,10-Q,1736569.0,-4309545.0,-4354036.0,-0.09,-0.09,0.0,27077111.0,20389328.0,2160552.0,17566271.0,10098050.0,473828.0,605.0,-96683.0
BDL,2016-12-31,False,Q1,2017,10-Q,26594000.0,1473000.0,664000.0,0.36,0.36,0.0,59492000.0,18315000.0,12607000.0,12119000.0,36886000.0,2735000.0,-766000.0,-24000.0
FSP,2016-12-31,True,FY,2016,10-K,249888000.0,10687000.0,8378000.0,0.05,0.08,0.76,2088133000.0,,,9335000.0,962044000.0,94370000.0,-244972000.0,141774000.0
FRD,2016-12-31,False,Q3,2017,10-Q,15988745.0,,-236625.0,-0.03,-0.03,0.01,63580354.0,45601120.0,2311153.0,5925920.0,60733339.0,4032422.0,-699282.0,-203982.0
JOB,2016-12-31,False,Q1,2017,10-Q,21006000.0,477000.0,51000.0,0.01,0.01,0.0,46260000.0,16362000.0,16442000.0,2193000.0,24778000.0,-696000.0,-67000.0,428000.0
NNVC,2016-12-31,False,Q2,2017,10-Q,,-2297618.0,-1546400.0,-0.03,-0.03,0.0,31364268.0,19441287.0,6316059.0,19301566.0,19146018.0,-4836184.0,,
NHC,2016-12-31,False,FY,2016,10-K,926638000.0,60542000.0,50538000.0,3.34,3.32,1.75,1087447000.0,290857000.0,150928000.0,26335000.0,669611000.0,90882000.0,-81476000.0,-27131000.0
SSY,2016-12-31,False,Q2,2017,10-Q,14255000.0,28000.0,3098000.0,0.33,0.33,0.0,40643000.0,25860000.0,7173000.0,14379000.0,25664000.0,-3914000.0,18748000.0,-3716000.0
TIK,2016-12-31,False,Q3,2017,10-Q,4236519.0,153874.0,141513.0,0.04,0.03,0.0,9345119.0,7428614.0,3370035.0,1162154.0,5520777.0,1303739.0,-37070.0,-1077148.0
AYR,2016-12-31,False,FY,2016,10-K,772958000.0,,150196000.0,1.92,1.92,0.98,7244665000.0,,,455579000.0,1834314000.0,468092000.0,-646155000.0,477738000.0
AB,2016-12-31,False,FY,2016,10-K,2143858000.0,,216586000.0,2.24,2.23,0.0,1540508000.0,,,0.0,,169531000.0,-6108000.0,-163423000.0
ALE,2016-12-31,False,FY,2016,10-K,1339700000.0,223500000.0,155300000.0,3.15,3.14,2.08,4906400000.0,294500000.0,399500000.0,27500000.0,1893000000.0,332000000.0,-276200000.0,-125300000.0
ARR,2016-12-31,False,FY,2016,10-K,13396000.0,,-61139000.0,-1.67,-1.67,3.02,7978161000.0,,,271773000.0,1092065000.0,-203426000.0,5668200000.0,-5482926000.0
AIZ,2016-12-31,False,FY,2016,10-K,7531780000.0,,565350000.0,9.23,9.13,2.03,29709128000.0,,,1031971000.0,4098100000.0,-25973000.0,725621000.0,25973000.0
BWP,2016-12-31,False,FY,2016,10-K,1307200000.0,477500000.0,302200000.0,1.18,,0.0,8637800000.0,174200000.0,332900000.0,4600000.0,,600800000.0,-590200000.0,-9100000.0
BKD,2016-12-31,False,FY,2016,10-K,4976980000.0,-31083000.0,-404397000.0,-2.18,-2.18,0.0,9217687000.0,619504000.0,731142000.0,216397000.0,2077732000.0,365732000.0,176825000.0,-414189000.0
BXMT,2016-12-31,False,FY,2016,10-K,497974000.0,,238297000.0,2.53,2.53,2.48,8812615000.0,,,75567000.0,2493603000.0,236652000.0,443643000.0,-699597000.0
