symbol,end_date,amend,period_focus,fiscal_year,doc_type,revenues,op_income,net_income,eps_basic,eps_diluted,dividend,assets,cur_assets,cur_liab,cash,equity,cash_flow_op,cash_flow_inv,cash_flow_fin
BRN,2016-12-31,False,Q1,2017,10-Q,4280000.0,1946000.0,1641000.0,0.2,0.2,0.0,34324000.0,22190000.0,5452000.0,15360000.0,15921000.0,-966000.0,971000.0,-54000.0
ROX,2016-12-31,False,Q3,2017,10-Q,18309539.0,853736.0,422566.0,0.0,0.0,0.0,53785847.0,44793412.0,12301082.0,937750.0,24763059.0,-2202202.0,-336808.0,2059809.0
CVM,2016-12-31,False,Q1,2017,10-Q,125000.0,-5414607.0,3536802.0,0.02,0.01,0.0,9927889.0,4522290.0,3793602.0,2386673.0,4433291.0,-4239206.0,0.0,3707883.0
ESP,2016-12-31,False,Q2,2017,10-Q,5667624.0,329764.0,244079.0,0.11,0.11,0.25,33895324.0,31540215.0,1640744.0,8857278.0,32052332.0,3489362.0,-3611126.0,-1052602.0
IEC,2016-12-30,False,Q1,2017,10-Q,20976000.0,-646000.0,-865000.0,-0.09,,0.0,44335000.0,27358000.0,13675000.0,444000.0,13145000.0,1974000.0,5293000.0,-7668000.0
ISR,2016-12-31,False,Q2,2017,10-Q,1028000.0,-1479000.0,-1452000.0,-0.03,-0.03,0.0,14985000.0,13179000.0,871000.0,6668000.0,13567000.0,-3014000.0,-448000.0,-9000.0
MXC,2016-12-31,False,Q3,2017,10-Q,590134.0,-127366.0,-159741.0,-0.08,-0.08,0.0,12928269.0,414319.0,,60858.0,8695336.0,97030.0,2439815.0,-2510000.0
PTN,2016-12-31,False,Q2,2017,10-Q,0.0,-9440875.0,-10029419.0,-0.06,-0.06,0.0,14468256.0,14328800.0,19608498.0,12114581.0,-15958005.0,-17731525.0,0.0,21843438.0
PZG,2016-12-31,False,Q2,2017,10-Q,40599.0,-1867372.0,-1824892.0,0.12,0.12,0.0,51016688.0,2247589.0,632716.0,1813694.0,49360159.0,-3060777.0,-999787.0,
TRT,2016-12-31,False,Q2,2017,10-Q,9104000.0,278000.0,310000.0,0.09,0.09,0.0,30696000.0,14998000.0,8478000.0,4336000.0,18627000.0,3671000.0,-1102000.0,-1475000.0
MMM,2016-12-31,False,FY,2016,10-K,30109000000.0,7223000000.0,5050000000.0,8.35,8.16,4.44,32906000000.0,11726000000.0,6219000000.0,2398000000.0,10343000000.0,6662000000.0,-1403000000.0,-4626000000.0
WMS,2016-12-31,False,Q3,2017,10-Q,294716000.0,21176000.0,7712000.0,0.14,0.14,0.06,987166000.0,394786000.0,216676000.0,12097000.0,249635000.0,116631000.0,-41421000.0,-69070000.0
AXL,2016-12-31,False,FY,2016,10-K,3948000000.0,380700000.0,235200000.0,3.08,3.06,0.0,3448100000.0,1336500000.0,651500000.0,481200000.0,530000000.0,407600000.0,-227700000.0,18400000.0
AROC,2015-12-31,True,FY,2015,10-K,998108000.0,,-133063000.0,-1.94,-1.94,0.6,2706763000.0,285303000.0,135104000.0,1563000.0,787259000.0,427580000.0,-328879000.0,-97516000.0
AROC,2016-09-30,False,Q3,2016,10-Q,195849000.0,,-9783000.0,-0.14,-0.14,0.095,2525419000.0,237831000.0,113403000.0,5363000.0,753535000.0,219902000.0,-83724000.0,-132378000.0
AROC,2016-03-31,False,Q1,2016,10-Q,213295000.0,,-2003000.0,-0.03,-0.03,0.1875,2670840000.0,265702000.0,123158000.0,4791000.0,750920000.0,71223000.0,-60202000.0,-7793000.0
AROC,2016-06-30,False,Q2,2016,10-Q,204145000.0,,-4628000.0,-0.07,-0.07,0.095,2611942000.0,269446000.0,99684000.0,27833000.0,756092000.0,136920000.0,-69031000.0,-41619000.0
AN,2016-12-31,False,FY,2016,10-K,21609000000.0,889500000.0,430500000.0,4.18,4.15,0.0,10060000000.0,4714800000.0,5829200000.0,64800000.0,2310300000.0,516000000.0,-489700000.0,-35600000.0
AVX,2016-12-31,False,Q3,2017,10-Q,340799000.0,50941000.0,35519000.0,0.21,0.21,0.11,2447439000.0,1813328000.0,213516000.0,480895000.0,2189737000.0,160280000.0,-79469000.0,-52082000.0
BZH,2016-12-31,False,Q1,2017,10-Q,339241000.0,1275000.0,-1429000.0,-0.04,-0.04,0.0,2188143000.0,,,158623000.0,643219000.0,-62834000.0,-4162000.0,-3252000.0
BWA,2016-12-31,False,FY,2016,10-K,9071000000.0,225900000.0,118500000.0,0.55,0.55,0.53,8834700000.0,2911600000.0,2091800000.0,443700000.0,3301900000.0,1035700000.0,-404200000.0,-733800000.0
CPN,2016-12-31,False,FY,2016,10-K,6716000000.0,37000000.0,92000000.0,0.26,0.26,0.0,19317000000.0,4432000000.0,3702000000.0,418000000.0,3339000000.0,1030000000.0,-1919000000.0,401000000.0
CE,2016-12-31,False,FY,2016,10-K,5389000000.0,893000000.0,900000000.0,6.21,6.18,0.0,8357000000.0,2472000000.0,1077000000.0,638000000.0,3021000000.0,893000000.0,-439000000.0,-759000000.0
CGI,2016-12-31,False,Q2,2017,10-Q,265725000.0,-1734000.0,-1525000.0,-0.06,-0.06,0.0,981722000.0,194629000.0,212501000.0,6138000.0,368219000.0,58475000.0,-787000.0,-60439000.0
FLWS,2017-01-01,False,Q2,2017,10-Q,554553000.0,96551000.0,62929000.0,0.97,0.93,0.0,619000000.0,284867000.0,182321000.0,113992000.0,286768000.0,109993000.0,-13253000.0,-10574000.0
ABAX,2016-12-31,False,Q3,2017,10-Q,52772000.0,10840000.0,6844000.0,0.3,0.3,0.14,293991000.0,223553000.0,28898000.0,85653000.0,259161000.0,22269000.0,-13816000.0,-10401000.0
CIVI,2016-12-31,False,Q1,2017,10-Q,359394000.0,15471000.0,4179000.0,0.11,0.11,0.0,1067921000.0,238049000.0,150170000.0,53725000.0,154496000.0,15797000.0,-10571000.0,-2184000.0
CLF,2016-12-31,False,FY,2016,10-K,2109000000.0,240800000.0,174100000.0,0.88,0.87,0.0,1923900000.0,824600000.0,391100000.0,323400000.0,-1330500000.0,303000000.0,-57900000.0,-206400000.0
CDE,2016-12-31,False,FY,2016,10-K,665777000.0,,55352000.0,0.35,0.34,0.0,1318909000.0,410787000.0,116634000.0,162182000.0,768487000.0,125817000.0,-83443000.0,-80228000.0
CDE,2016-12-31,True,FY,2016,10-K,665777000.0,,55352000.0,0.35,0.34,0.0,1318909000.0,410787000.0,116634000.0,162182000.0,768487000.0,125817000.0,-83443000.0,-80228000.0
INBP,2016-12-31,False,Q2,2017,10-Q,12372000.0,570000.0,-77000.0,0.0,0.0,0.0,14998000.0,13087000.0,11988000.0,66000.0,-7730000.0,547000.0,-83000.0,-793000.0
CXP,2016-12-31,False,FY,2016,10-K,473543000.0,99280000.0,83967000.0,0.68,0.68,1.2,4299793000.0,,,216085000.0,2502768000.0,193091000.0,525613000.0,-535264000.0
AGYS,2016-12-31,False,Q3,2017,10-Q,33448000.0,-1629000.0,-1737000.0,-0.08,-0.08,0.0,171705000.0,78698000.0,46607000.0,52713000.0,117706000.0,5393000.0,-12502000.0,-687000.0
CLB,2016-12-31,False,FY,2016,10-K,594741000.0,,63895000.0,1.47,1.46,2.2,573052000.0,186461000.0,104023000.0,14764000.0,155297000.0,131887000.0,-14721000.0,-124896000.0
COR,2016-12-31,False,FY,2016,10-K,400352000.0,94617000.0,50371000.0,1.56,1.54,0.0,1451303000.0,,,4429000.0,597086000.0,170525000.0,-364202000.0,191252000.0
AOSL,2016-12-31,False,Q2,2017,10-Q,94687000.0,2836000.0,2847000.0,0.12,0.11,0.0,362028000.0,223600000.0,67456000.0,122793000.0,288121000.0,18069000.0,-23464000.0,40973000.0
AMZN,2016-12-31,False,FY,2016,10-K,135987000000.0,4186000000.0,2371000000.0,5.01,4.9,0.0,83402000000.0,45781000000.0,43816000000.0,19334000000.0,19285000000.0,16443000000.0,-9876000000.0,-2911000000.0
COTY,2016-12-31,False,Q2,2017,10-Q,2296700000.0,-12700000.0,46800000.0,0.06,0.06,0.125,21891000000.0,3909300000.0,3137800000.0,939200000.0,9810200000.0,663400000.0,-342000000.0,299200000.0
CUB,2016-12-31,False,Q1,2017,10-Q,334677000.0,-4101000.0,-2868000.0,-0.11,-0.11,0.0,1455297000.0,730588000.0,488082000.0,166339000.0,666091000.0,7098000.0,-18365000.0,-6855000.0
CVS,2016-12-31,False,FY,2016,10-K,177526000000.0,10338000000.0,5317000000.0,4.93,4.9,1.7,94462000000.0,31042000000.0,26250000000.0,3371000000.0,36834000000.0,10069000000.0,-2470000000.0,-6689000000.0
DAN,2016-12-31,False,FY,2016,10-K,5826000000.0,,640000000.0,4.38,4.36,0.24,4860000000.0,2284000000.0,1253000000.0,707000000.0,1242000000.0,384000000.0,-365000000.0,-88000000.0
ASYS,2016-12-31,False,Q1,2017,10-Q,29135000.0,-180000.0,-53000.0,0.0,0.0,0.0,115918000.0,81785000.0,36376000.0,23638000.0,64387000.0,-3537000.0,-85000.0,-138000.0
APDN,2016-12-31,False,Q1,2017,10-Q,903008.0,-3953346.0,-3961384.0,-0.16,-0.16,0.0,16769627.0,13314313.0,3992728.0,6701586.0,12181899.0,-2068888.0,-42647.0,4333847.0
DECK,2016-12-31,False,Q3,2017,10-Q,760345000.0,53250000.0,41027000.0,1.28,1.27,0.0,1369305000.0,968698000.0,326978000.0,296428000.0,970498000.0,166730000.0,-36710000.0,-70430000.0
