symbol,end_date,amend,period_focus,fiscal_year,doc_type,revenues,op_income,net_income,eps_basic,eps_diluted,dividend,assets,cur_assets,cur_liab,cash,equity,cash_flow_op,cash_flow_inv,cash_flow_fin
DLA,2016-12-31,False,Q1,2017,10-Q,85335000.0,469000.0,-607000.0,-0.08,-0.08,0.0,344365000.0,232732000.0,77883000.0,410000.0,150464000.0,-454000.0,-1883000.0,2350000.0
ELMD,2016-12-31,False,Q2,2017,10-Q,6372243.0,729459.0,443861.0,0.05,0.05,0.0,20705952.0,16106000.0,2356834.0,4821504.0,17228262.0,38712.0,-311635.0,-28928.0
AOI,2016-12-31,False,Q3,2017,10-Q,454535000.0,38654000.0,-15457000.0,-1.73,-1.73,0.0,2036315000.0,1570548000.0,744547000.0,,208188000.0,-42264000.0,-8646000.0,147990000.0
ARW,2016-12-31,False,FY,2016,10-K,23825261000.0,858539000.0,522750000.0,5.75,5.68,0.0,14206366000.0,10316721000.0,6689222000.0,534320000.0,4465620000.0,355806000.0,-241446000.0,166064000.0
ASB,2016-12-31,False,FY,2016,10-K,1060156000.0,,191371000.0,1.27,1.26,0.45,29139315000.0,,,446558000.0,3091312000.0,628942000.0,-1640582000.0,1180188000.0
EGHT,2016-12-31,False,Q3,2017,10-Q,63676000.0,-1703000.0,-1325000.0,-0.01,-0.01,0.0,323848000.0,192483000.0,38491000.0,33457000.0,282275000.0,22220000.0,-20649000.0,-894000.0
ATO,2016-12-31,False,Q1,2017,10-Q,780168000.0,209918000.0,125032000.0,1.08,1.08,0.45,10579155000.0,979432000.0,1949815000.0,44624000.0,3698975000.0,116963000.0,-392137000.0,272264000.0
ATW,2016-12-31,False,Q1,2017,10-Q,157556000.0,28353000.0,9671000.0,0.15,0.15,0.0,4629657000.0,388252000.0,54860000.0,160110000.0,3244436000.0,83497000.0,-138814000.0,70000000.0
ATKR,2016-12-30,False,Q1,2017,10-Q,337591000.0,42524000.0,17382000.0,0.28,0.26,0.0,1019236000.0,447892000.0,177128000.0,87973000.0,280455000.0,32169000.0,-926000.0,-142414000.0
BHI,2016-12-31,False,FY,2016,10-K,9841000000.0,-1623000000.0,-2738000000.0,-6.31,-6.31,0.68,19034000000.0,9167000000.0,2304000000.0,4572000000.0,12737000000.0,4229000000.0,203000000.0,-2185000000.0
ALCO,2016-12-31,False,Q1,2017,10-Q,17445000.0,-1035000.0,-1735000.0,-0.21,-0.21,0.06,460753000.0,79952000.0,12694000.0,1126000.0,176462000.0,-17437000.0,-1810000.0,13748000.0
AMRK,2016-12-31,False,Q2,2017,10-Q,2126361000.0,,2750000.0,0.39,0.39,0.0,536984000.0,509355000.0,460884000.0,13270000.0,71050000.0,-16413000.0,-21755000.0,34296000.0
AMSC,2016-12-31,False,Q3,2016,10-Q,27148000.0,-4060000.0,-2768000.0,-0.2,-0.2,0.0,110241000.0,64260000.0,38364000.0,25063000.0,63793000.0,-10535000.0,357000.0,67300000.0
ANCB,2016-12-31,False,Q2,2017,10-Q,5898000.0,,420000.0,0.17,0.17,0.0,440911000.0,,,14816000.0,64082000.0,1352000.0,-1888000.0,7032000.0
AVXL,2016-12-31,False,Q1,2017,10-Q,,,-3146659.0,-0.08,-0.08,0.0,21373982.0,21321586.0,2194946.0,21161460.0,19179036.0,-3153626.0,,15128272.0
BERY,2016-12-31,False,Q1,2017,10-Q,1502000000.0,146000000.0,51000000.0,0.42,0.4,0.0,7511000000.0,1743000000.0,980000000.0,331000000.0,246000000.0,143000000.0,-64000000.0,-65000000.0
ACAT,2016-12-31,False,Q3,2017,10-Q,117383000.0,-20549000.0,-37221000.0,-2.85,-2.85,0.0,341571000.0,247183000.0,137728000.0,10480000.0,110956000.0,-68821000.0,-19624000.0,81267000.0
CBT,2016-12-31,False,Q1,2017,10-Q,611000000.0,82000000.0,54000000.0,0.85,0.85,0.3,2929000000.0,1001000000.0,397000000.0,189000000.0,1277000000.0,102000000.0,-23000000.0,-27000000.0
ARWR,2016-12-31,False,Q1,2017,10-Q,4365496.0,-14901887.0,-12086108.0,-0.17,-0.17,0.0,144258106.0,106230353.0,36998092.0,102105569.0,97208421.0,10000191.0,-5296653.0,12035583.0
CAH,2016-12-31,False,Q2,2017,10-Q,33150000000.0,542000000.0,324000000.0,1.02,,0.4489,35021000000.0,23153000000.0,21014000000.0,1881000000.0,6341000000.0,658000000.0,-237000000.0,-886000000.0
CTLT,2016-12-31,False,Q2,2017,10-Q,483700000.0,47900000.0,17400000.0,0.14,0.14,0.0,3154300000.0,882600000.0,334800000.0,255800000.0,588000000.0,96000000.0,-138500000.0,175700000.0
AVIR,2016-12-31,False,Q2,2017,10-Q,3800000.0,-8600000.0,-9100000.0,-0.24,-0.24,0.0,56500000.0,56200000.0,10500000.0,38100000.0,28000000.0,-19700000.0,8200000.0,-100000.0
CMG,2016-12-31,False,FY,2016,10-K,3904384000.0,34567000.0,22938000.0,0.78,0.77,0.0,2026103000.0,522374000.0,281793000.0,87880000.0,1402493000.0,349242000.0,326806000.0,-836283000.0
BECN,2016-12-31,False,Q1,2017,10-Q,1002184000.0,46957000.0,20430000.0,0.34,0.33,0.0,3092140000.0,1301529000.0,517926000.0,73271000.0,1349844000.0,78123000.0,-8730000.0,-27705000.0
CMS,2016-12-31,False,FY,2016,10-K,6399000000.0,1297000000.0,551000000.0,1.99,1.98,1.24,21622000000.0,2280000000.0,2655000000.0,235000000.0,4290000000.0,1629000000.0,-1915000000.0,255000000.0
GLW,2016-12-31,False,FY,2016,10-K,6239000000.0,1391000000.0,3597000000.0,3.53,3.23,0.54,27899000000.0,9048000000.0,2751000000.0,5291000000.0,17960000000.0,2521000000.0,3662000000.0,-5306000000.0
BRKS,2016-12-31,False,Q1,2017,10-Q,159955000.0,13161000.0,13871000.0,0.2,0.2,0.1,692307000.0,306190000.0,128264000.0,82945000.0,552902000.0,18710000.0,-9284000.0,-6993000.0
CCMP,2016-12-31,False,Q1,2017,10-Q,123254000.0,28061000.0,22129000.0,0.9,0.88,0.18,740998000.0,457309000.0,69898000.0,305714000.0,513355000.0,25125000.0,-4932000.0,7600000.0
CSRA,2016-12-30,False,Q3,2017,10-Q,1222000000.0,151000000.0,126000000.0,0.77,0.76,0.1,4886000000.0,1013000000.0,1022000000.0,162000000.0,330000000.0,438000000.0,-118000000.0,-288000000.0
CSS,2016-12-31,False,Q3,2017,10-Q,117153000.0,,29969000.0,3.3,3.29,0.2,361361000.0,253002000.0,48735000.0,30069000.0,300444000.0,-25602000.0,41135000.0,-5579000.0
CTRE,2016-12-31,False,FY,2016,10-K,104679000.0,,29353000.0,0.52,0.52,0.68,925358000.0,,,7500000.0,452430000.0,64431000.0,-284642000.0,216244000.0
CVCO,2016-12-31,False,Q3,2017,10-Q,202310000.0,17541000.0,12283000.0,1.37,1.35,0.0,582074000.0,334567000.0,125766000.0,119745000.0,383979000.0,28799000.0,-3661000.0,-3159000.0
DLPH,2016-12-31,False,FY,2016,10-K,16661000000.0,1947000000.0,1257000000.0,4.6,4.59,1.16,12292000000.0,5419000000.0,4148000000.0,838000000.0,2763000000.0,1941000000.0,-578000000.0,-1081000000.0
CLFD,2016-12-31,False,Q1,2017,10-Q,18266162.0,1191196.0,876930.0,0.06,0.06,0.0,69325513.0,47130101.0,4443129.0,22057906.0,64223910.0,-605304.0,-5510302.0,159191.0
