symbol,end_date,amend,period_focus,fiscal_year,doc_type,revenues,op_income,net_income,eps_basic,eps_diluted,dividend,assets,cur_assets,cur_liab,cash,equity,cash_flow_op,cash_flow_inv,cash_flow_fin
BRG,2016-12-31,False,FY,2016,10-K,77051000.0,-1032000.0,-18985000.0,-0.91,-0.91,0.096667,1241322000.0,,,82047000.0,292561000.0,34444000.0,-512903000.0,491546000.0
IGC,2016-12-31,False,Q3,2017,10-Q,250000.0,-386000.0,-111000.0,0.0,0.0,0.0,11170000.0,1837000.0,761000.0,744000.0,7540000.0,-483000.0,-271000.0,-121000.0
IBIO,2016-12-31,False,Q2,2017,10-Q,75000.0,-3325000.0,-3229000.0,-0.04,-0.04,0.0,44188000.0,16748000.0,1867000.0,16329000.0,17146000.0,-5837000.0,-765000.0,-83000.0
PRK,2016-12-31,False,FY,2016,10-K,63245000.0,,86135000.0,5.62,5.59,0.0,7467586000.0,,,122811000.0,742240000.0,87887000.0,-152560000.0,61660000.0
SEB,2016-12-31,False,FY,2016,10-K,5379000000.0,222000000.0,312000000.0,266.5,266.5,0.0,4755000000.0,2848000000.0,785000000.0,77000000.0,3175000000.0,427000000.0,-374000000.0,-27000000.0
SSN,2016-12-31,False,Q2,2017,10-Q,4873142.0,,-1836483.0,-0.06,-0.06,0.0,37772143.0,4696940.0,30291039.0,1554452.0,3081058.0,-1529958.0,12029347.0,-11597443.0
UUU,2016-12-31,False,Q3,2017,10-Q,3177632.0,-159723.0,-549806.0,-0.24,-0.24,0.0,18181061.0,7449502.0,3347357.0,155826.0,14833704.0,-689358.0,102581.0,379875.0
VII,2016-12-31,False,Q1,2017,10-Q,6604978.0,-1248674.0,-1302009.0,-0.14,-0.14,0.0,17550197.0,15278760.0,6845608.0,2769122.0,7372505.0,578020.0,-42770.0,0.0
AMD,2016-12-31,False,FY,2016,10-K,4272000000.0,-372000000.0,-497000000.0,-0.6,-0.6,0.0,3321000000.0,2530000000.0,1346000000.0,1264000000.0,416000000.0,90000000.0,267000000.0,122000000.0
AMAG,2016-12-31,False,FY,2016,10-K,532091000.0,78870000.0,-2483000.0,-0.07,-0.07,0.0,2478426000.0,718558000.0,312877000.0,274305000.0,934389000.0,246222000.0,-72704000.0,-127918000.0
AAL,2016-12-31,False,FY,2016,10-K,40180000000.0,5284000000.0,2676000000.0,4.85,4.81,0.4,51274000000.0,10324000000.0,13872000000.0,322000000.0,3785000000.0,6524000000.0,-5698000000.0,-894000000.0
ANGI,2016-12-31,False,FY,2016,10-K,323329000.0,-3094000.0,-7857000.0,-0.13,-0.13,0.0,157394000.0,72316000.0,93019000.0,22402000.0,4500000.0,1635000.0,-11379000.0,-453000.0
CAR,2016-12-31,False,FY,2016,10-K,8659000000.0,,163000000.0,1.78,1.75,0.0,17643000000.0,1817000000.0,1767000000.0,490000000.0,221000000.0,2629000000.0,-2149000000.0,-438000000.0
BEAT,2016-12-31,False,FY,2016,10-K,208332000.0,18012000.0,53437000.0,1.91,1.75,0.0,198984000.0,59560000.0,31507000.0,23052000.0,138914000.0,38851000.0,-36181000.0,1427000.0
BLMN,2016-12-25,False,FY,2016,10-K,4226057000.0,127606000.0,41748000.0,0.37,0.37,0.28,2642279000.0,390519000.0,823408000.0,127176000.0,195353000.0,340581000.0,309281000.0,-657978000.0
BLKB,2016-12-31,False,FY,2016,10-K,730815000.0,61800000.0,41515000.0,0.9,0.88,0.48,1310210000.0,507919000.0,680116000.0,16902000.0,247545000.0,153628000.0,-47430000.0,-104546000.0
BLUE,2016-12-31,False,FY,2016,10-K,6155000.0,-267830000.0,-263507000.0,-7.07,-7.07,0.0,1118122000.0,724214000.0,74533000.0,278887000.0,869440000.0,-189647000.0,62731000.0,241534000.0
BCOV,2016-12-31,False,FY,2016,10-K,150266000.0,-8978000.0,-9986000.0,-0.3,-0.3,0.0,136424000.0,64285000.0,56493000.0,36813000.0,78196000.0,11077000.0,-5293000.0,3633000.0
BSQR,2016-12-31,False,FY,2016,10-K,97441000.0,-1158000.0,-1052000.0,-0.09,-0.09,0.0,61008000.0,55657000.0,20221000.0,14312000.0,38112000.0,2607000.0,-5756000.0,
CPLA,2016-12-31,False,FY,2016,10-K,429390000.0,68207000.0,42969000.0,3.7,3.62,1.58,277313000.0,177613000.0,53012000.0,93570000.0,208292000.0,82269000.0,-39314000.0,-37388000.0
CBOE,2016-12-31,False,FY,2016,10-K,656946000.0,298200000.0,184945000.0,2.27,2.27,0.96,476615000.0,235045000.0,89843000.0,97298000.0,317946000.0,229563000.0,-84386000.0,-150132000.0
CSCO,2017-01-28,False,Q2,2017,10-Q,11580000000.0,2893000000.0,2348000000.0,0.47,0.47,0.26,126248000000.0,83392000000.0,22708000000.0,10898000000.0,63818000000.0,6502000000.0,-4978000000.0,1743000000.0
CBLI,2016-12-31,False,FY,2016,10-K,3518402.0,-6355850.0,-2658865.0,-0.24,-0.24,0.0,15955870.0,15887941.0,3109089.0,6901816.0,12846781.0,-5039639.0,5673013.0,539998.0
COBZ,2016-12-31,False,FY,2016,10-K,15857000.0,,34899000.0,0.84,0.84,0.19,3630313000.0,,,69333000.0,302310000.0,43542000.0,-250654000.0,235850000.0
CYH,2016-12-31,False,FY,2016,10-K,98200000000.0,-860000000.0,-1721000000.0,-15.54,-15.54,0.0,21944000000.0,4666000000.0,2887000000.0,238000000.0,1728000000.0,1137000000.0,630000000.0,-1713000000.0
CBRL,2017-01-27,False,Q2,2017,10-Q,772682000.0,82696000.0,52727000.0,2.19,2.19,1.15,1534891000.0,382210000.0,359635000.0,185698000.0,581717000.0,149502000.0,-52522000.0,-62248000.0
DISH,2016-12-31,False,FY,2016,10-K,15094562000.0,2211109000.0,1449853000.0,3.12,3.05,0.0,28091847000.0,8283054000.0,4527985000.0,5323725000.0,4634893000.0,2802152000.0,-1728664000.0,3197079000.0
ETFC,2016-12-31,False,FY,2016,10-K,1941000000.0,,552000000.0,1.99,1.98,0.0,48999000000.0,,,1950000000.0,6272000000.0,1625000000.0,-4004000000.0,2096000000.0
DNKN,2016-12-31,False,FY,2016,10-K,828889000.0,414714000.0,195576000.0,2.14,2.11,1.2,3227382000.0,606358000.0,424201000.0,361425000.0,-163258000.0,276205000.0,1343000.0,-176337000.0
EFII,2016-12-31,False,FY,2016,10-K,992065000.0,56553000.0,45546000.0,0.97,0.95,0.0,1481496000.0,816266000.0,263861000.0,164313000.0,827832000.0,121004000.0,-12050000.0,-109106000.0
